#BioSample	Organism group	Scientific name	Isolation type	Location	Isolation source	Isolate	Antibiotic	Resistance phenotype	Measurement sign	MIC (mg/L)	Disk diffusion (mm)	Laboratory typing platform	Vendor	Laboratory typing method version or reagent	Testing standard	Create date
SAMN26308930	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340310.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:15:13Z
SAMN26304487	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340311.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:15:12Z
SAMN26304481	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340312.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:15:22Z
SAMN26305210	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340313.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:15:31Z
SAMN26308770	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340314.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:15:40Z
SAMN26308979	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340315.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:15:53Z
SAMN26304917	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340316.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:16:02Z
SAMN26304765	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340317.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:16:10Z
SAMN26308433	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340318.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:16:13Z
SAMN26304562	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340319.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:16:20Z
SAMN26308706	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340320.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:16:22Z
SAMN26309426	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340321.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:17:11Z
SAMN26309202	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	Fluid	PDT001340322.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:17:21Z
SAMN26308476	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340323.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:17:31Z
SAMN26304690	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340324.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:17:41Z
SAMN26308947	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340325.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:17:50Z
SAMN26304516	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340326.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:18:00Z
SAMN26308900	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340327.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:18:10Z
SAMN26308456	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	blood	PDT001340328.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:18:11Z
SAMN26308902	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340329.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:18:19Z
SAMN26308931	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340330.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:18:21Z
SAMN26308949	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340331.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:18:29Z
SAMN26305213	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340332.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:18:31Z
SAMN26309197	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340333.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:18:39Z
SAMN26308623	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340334.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:18:41Z
SAMN26308719	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340335.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:18:49Z
SAMN26308489	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340336.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:18:52Z
SAMN26309128	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340337.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:18:59Z
SAMN26309105	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340338.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:19:02Z
SAMN26304699	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340339.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:19:08Z
SAMN26309298	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340340.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:19:10Z
SAMN26308411	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340341.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:20:10Z
SAMN26309231	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340342.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:20:20Z
SAMN26308556	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340343.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:20:29Z
SAMN26308364	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340344.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:20:38Z
SAMN26308612	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340345.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:20:48Z
SAMN26309080	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340346.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:20:57Z
SAMN26304744	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340347.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:21:06Z
SAMN26308978	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	wound	PDT001340348.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:21:10Z
SAMN26304462	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340349.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:21:15Z
SAMN26308625	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	blood	PDT001340350.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:21:19Z
SAMN26304760	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340351.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:21:24Z
SAMN26305281	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340352.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:21:30Z
SAMN26304604	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340353.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:21:34Z
SAMN26305031	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340354.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:21:40Z
SAMN26304453	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340355.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:21:43Z
SAMN26305256	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340356.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:21:49Z
SAMN26304603	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340357.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:21:53Z
SAMN26308519	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	blood	PDT001340358.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:21:58Z
SAMN26304483	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340359.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:22:02Z
SAMN26305273	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340360.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:22:08Z
SAMN26308522	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340361.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:22:10Z
SAMN26304646	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340362.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:22:11Z
SAMN26304439	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340363.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:23:10Z
SAMN26304830	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340364.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:23:19Z
SAMN26308726	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340365.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:23:30Z
SAMN26304900	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	other	PDT001340366.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:23:39Z
SAMN26305231	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340367.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:23:48Z
SAMN26304419	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340368.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:23:57Z
SAMN26304346	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340369.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:24:06Z
SAMN26308378	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340370.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:24:10Z
SAMN26309414	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340371.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:24:15Z
SAMN26305245	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340372.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:24:20Z
SAMN26309297	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340373.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:24:24Z
SAMN26308648	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340374.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:24:33Z
SAMN26305237	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340375.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:24:36Z
SAMN26304384	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340376.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:24:44Z
SAMN26304427	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340377.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:24:47Z
SAMN26305196	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340378.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:24:53Z
SAMN26304387	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340379.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:24:56Z
SAMN26308825	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340380.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:25:07Z
SAMN26309138	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340381.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:25:06Z
SAMN26308830	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340382.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:25:10Z
SAMN26304865	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	wound	PDT001340383.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:25:15Z
SAMN26308810	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340384.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:25:16Z
SAMN26308848	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	wound	PDT001340385.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:26:10Z
SAMN26304752	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340386.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:26:19Z
SAMN26304761	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340387.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:26:28Z
SAMN26304949	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340388.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:26:38Z
SAMN26308714	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340389.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:26:49Z
SAMN26304919	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340390.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:26:58Z
SAMN26309057	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340391.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:27:08Z
SAMN26308514	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340392.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:27:11Z
SAMN26304999	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340393.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:27:17Z
SAMN26309019	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340394.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:27:20Z
SAMN26309392	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340395.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:27:26Z
SAMN26309409	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340396.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:27:29Z
SAMN26305214	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340397.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:38:35Z
SAMN26308926	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340398.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:39:09Z
SAMN26308576	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340399.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:39:19Z
SAMN26309208	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340400.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:39:28Z
SAMN26305177	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340401.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:39:37Z
SAMN26308815	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	wound	PDT001340402.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:39:46Z
SAMN26308582	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340403.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:39:54Z
SAMN26308667	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340404.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:40:02Z
SAMN26304399	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340405.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:40:10Z
SAMN26304783	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340406.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:40:13Z
SAMN26305117	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340407.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:40:19Z
SAMN26305292	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	blood	PDT001340408.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:41:09Z
SAMN26304538	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340409.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:41:18Z
SAMN26304774	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340410.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:41:28Z
